,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
131,91.0,10.764051215546116,7.436378315755478,11.470821104823473,10.490274156481979,39.4350288425444,56.0,190.1456043956044,217.0
132,45.5,7.611333607551958,50.86300475199977,10.013220332751285,6.588844586230156,29.59188309203678,38.0,182.6978021978022,218.0
133,154.75,14.036873567421145,82.42253552114055,16.773042810621686,12.012465809102311,52.23401871576773,50.0,190.6058158319871,219.0
134,39.5,7.091753098990329,-50.83893185872351,8.018524017826921,7.031609954949745,26.556349186104047,82.0,194.32911392405063,222.0
135,331.25,20.53681083307539,89.64052626315868,23.259642288606035,19.943800205316574,91.97970773009195,43.0,197.2520754716981,222.0
136,68.0,9.304852983362556,-30.31329765599782,13.356706374416936,6.846575048651267,35.367009357883866,71.0,193.59191176470588,224.0
137,170.5,14.733884157863644,-68.34550760875327,15.519306983028764,14.464537696574702,54.35533905932738,39.0,196.5542521994135,231.0
138,150.0,13.819765978853418,-33.757559506800604,15.092386403552444,13.056504780771524,50.11269837220809,42.0,195.75166666666667,219.0
139,213.75,16.497119526970184,-8.769925150129415,17.779875443796012,15.81574086492055,60.526911934581186,47.0,194.21637426900585,221.0
140,53.0,8.214724333230155,6.028139480959261,9.338913077552283,7.513456053018854,30.920310216782973,51.0,189.3066037735849,225.0
141,36.0,6.770275002573076,-75.03656383746068,8.38422590237486,5.806211007607289,25.227922061357855,47.0,187.14583333333334,225.0
142,177.0,15.012108426804138,5.265961834763176,16.34033266208443,14.076302654004289,54.90559159102154,54.0,194.10593220338984,222.0
143,45.5,7.611333607551958,-75.89069328400164,10.195195027165576,6.143675704795155,30.281222920256962,30.0,187.6868131868132,220.0
144,25.25,5.670035141386943,71.24261580002785,7.358566687636697,4.65770939596693,20.606601717798213,51.0,190.31683168316832,218.0
145,57.5,8.556358677747903,0.5166800620752366,10.810535832926941,7.121998540379054,32.867009357883866,64.0,190.72173913043477,219.0
146,56.25,8.462843753216344,84.75740952902476,9.17746468892709,7.945227228384153,29.245689014324224,91.0,197.39111111111112,225.0
147,257.25,18.098090310392436,2.9948772790031692,21.33121013708036,16.935174868432302,72.13351365237939,78.0,194.3595724003887,228.0
148,296.0,19.413369239820483,47.694147311247214,22.011011926204173,17.602629383979817,75.20458146424488,52.0,193.0608108108108,225.0
149,234.0,17.26088217525478,-10.316385996162618,17.979932476006518,17.340030001074936,65.2517856687341,75.0,198.48611111111111,221.0
150,40.0,7.136496464611085,-25.945468418285973,8.725442107520935,6.160390412003172,27.15990257669732,32.0,173.6125,221.0
151,20.25,5.077706251929807,24.478928915337537,6.777572057979223,3.964660534645184,19.106601717798213,96.0,189.5185185185185,231.0
152,216.5,16.602902199168756,11.528748310323849,19.621428708834028,14.505004422625753,63.976659402887016,53.0,199.1651270207852,226.0
153,50.25,7.998767850296815,-38.0016500187583,11.058372901393573,6.754324976608486,34.71320343559642,34.0,177.87064676616916,227.0
154,24.25,5.556622981616415,-41.00773084345321,7.257911467304589,4.4471063069226995,19.520815280171306,88.0,187.09278350515464,223.0
155,76.25,9.853147481188747,-1.3696954849771175,11.983428380528176,8.434207010957422,36.57411613907041,92.0,197.31475409836065,222.0
156,198.5,15.89773724873857,-46.70078248889897,16.6893363762215,15.29146095273986,57.28731957466684,68.0,197.24433249370276,220.0
157,29.5,6.128667601500942,-6.036353872333398,8.794068247632485,4.395279972266722,21.071067811865476,120.0,198.48305084745763,218.0
158,227.25,17.01010542416083,12.896918099330088,19.494242421793537,16.09919558504295,69.26955262170047,30.0,195.75137513751375,221.0
159,70.25,9.45754080179648,26.200475285552727,11.896315622176058,7.73591787003672,34.970562748477136,70.0,197.5409252669039,223.0
160,31.5,6.333012368467128,-58.45352109875221,7.290230855565121,5.746441880785493,21.65685424949238,62.0,190.38888888888889,220.0
161,19.5,4.982787485166879,77.369261011461,5.5562307855540345,4.645283743956806,17.606601717798213,70.0,179.71794871794873,220.0
162,108.75,11.767106717028996,-8.932947462405705,15.007915048161399,9.458900365258126,43.07411613907041,46.0,193.77011494252875,221.0
163,265.5,18.386002804502823,55.20171302546702,21.815093190761537,16.124359110554252,70.90863991822647,2.0,194.86252354048963,218.0
164,31.25,6.3078313050504,15.37147406563706,6.847164448706349,5.907591303769404,21.31370849898476,69.0,192.072,222.0
165,188.0,15.471555655790098,-16.946985086896593,17.40870187230567,14.31411227784354,55.95584412271571,30.0,197.5625,217.0
166,79.75,10.076748170547344,-16.828981965327856,11.963147397170301,9.23225624115629,40.26650429449553,52.0,191.06269592476488,220.0
167,191.25,15.604712843580296,-19.938065940964997,20.511503075801844,12.95507940875928,66.89087296526012,47.0,197.14901960784314,226.0
168,73.75,9.690274321412074,14.357607419886063,12.826745527407711,7.48851614781767,35.470562748477136,58.0,190.47118644067797,220.0
169,233.5,17.242431200258867,34.89045012910096,19.870531686367887,15.466466412009467,63.99137802864845,80.0,204.72269807280514,230.0
170,135.5,13.134837582232015,-72.91782390056505,16.634952096976487,10.894796096803328,54.7517856687341,41.0,193.77306273062732,221.0
171,68.75,9.356025796273888,27.297378455080672,11.995541870538762,7.636441559716235,35.12741699796952,88.0,191.77818181818182,222.0
172,80.75,10.139728459745083,-11.104547836336597,17.29653647005689,6.022456459071269,40.8492424049175,60.0,191.625386996904,221.0
173,107.5,11.699284211396439,-19.1665328665453,12.620884715320608,11.329705432848783,41.884776310850235,53.0,202.3232558139535,223.0
174,14.75,4.3336224206596095,3.514629556970605,5.255880122146678,4.149736019438227,17.21015510839149,50.0,178.01694915254237,222.0
175,70.75,9.491137855389772,-12.480106682468277,13.348627621256966,6.8792195260278834,35.74568901432423,54.0,192.25088339222614,229.0
176,213.25,16.4778133535604,2.530013190256938,20.52582086748694,13.675766282056975,61.26955262170047,72.0,200.063305978898,228.0
177,177.75,15.043880120390323,-2.354556866043398,15.432148748895335,15.111655652638156,56.648232278140824,2.0,188.84669479606188,218.0
178,275.0,18.712051592547777,-55.57318410033735,21.06651110443215,16.882258792974138,69.89087296526012,55.0,195.46727272727273,225.0
179,310.75,19.89118368841965,9.104140278553647,25.68367397635624,16.112118364194547,75.51219330881975,36.0,199.95333869670154,226.0
180,111.0,11.888212206450685,-75.88450760186035,14.350990263014385,11.939681635291196,54.180717856868625,38.0,192.10585585585585,225.0
181,291.25,19.256973215023073,-26.419473406230942,20.65156344793724,18.35610840981324,73.73706704297267,53.0,198.31244635193133,229.0
182,85.5,10.433694507453072,-60.8408322225673,13.393118445825573,8.429011520298516,39.00609665440987,38.0,195.2017543859649,231.0
183,72.5,9.607802401865856,17.108106514630776,10.88464845290592,8.602798261371479,32.67766952966369,95.0,196.96206896551723,227.0
184,122.75,12.501606061472312,49.81193387339394,16.983421410744004,9.941065036841437,49.49137802864845,85.0,193.70061099796334,224.0
185,161.5,14.339741506551949,-87.70765250122199,18.38986467397905,11.575576765164975,53.2842712474619,50.0,202.25232198142416,226.0
186,67.0,9.23618154310838,-58.065175448650095,9.96349127829225,8.774006239983915,33.92031021678297,70.0,192.98134328358208,225.0
187,31.75,6.358093703724522,81.18961368011455,8.363368999298,5.040169211452584,23.31370849898476,41.0,192.4724409448819,217.0
188,72.5,9.607802401865856,-31.60484204608227,13.32894285725754,7.149763341501126,36.87005768508881,62.0,195.1793103448276,223.0
189,52.0,8.136857890256438,-66.19206084590805,11.063101671969855,6.435701000822612,31.920310216782973,38.0,187.10576923076923,225.0
190,146.5,13.657583728599336,6.450477218199422,17.997736540506544,11.248626374793103,52.54163056034261,52.0,204.85153583617748,232.0
191,349.0,21.079862454783044,-57.516386022129964,23.803452277783784,20.545547816473817,85.3761543394987,15.0,202.11103151862463,228.0
192,144.0,13.540550005146152,40.28928960226809,16.56340792069642,11.47001687661502,52.85533905932738,43.0,197.31597222222223,227.0
193,325.25,20.34996712344056,2.11411419790902,20.573053893850535,20.43616825014916,73.80508652763321,60.0,198.24289008455034,222.0
194,12.5,3.989422804014327,-89.33233451281713,4.550958189749283,3.8300887137446216,13.778174593052022,53.0,184.4,228.0
195,75.75,9.82078894558317,-21.317667151193994,11.872524029023293,8.527745428731748,37.92031021678297,52.0,190.59405940594058,224.0
196,224.5,16.906870727400857,-56.689547582141984,17.968279916706052,16.41109656694131,66.99442635585339,24.0,197.70267260579064,226.0
197,58.75,8.6488625410045,4.444948167199337,11.049918247828536,6.968291649897135,31.64213562373095,42.0,193.58723404255318,224.0
